filename,latitude,longitude,esa_class,label,class_id,class_count
28.9354_77.2558.png,28.9354,77.2558,50,Built-up,4,6902
28.5091_76.9944.png,28.5091,76.9944,40,Cropland,3,13465
28.6942_77.5821.png,28.6942,77.5821,40,Cropland,3,13034
28.4678_77.5557.png,28.4678,77.5557,40,Cropland,3,11947
28.3767_77.0557.png,28.3767,77.0557,40,Cropland,3,11775
28.4556_77.2558.png,28.4556,77.2558,50,Built-up,4,13250
28.3590_77.2943.png,28.359,77.2943,30,Grassland,2,8049
28.3090_77.5733.png,28.309,77.5733,30,Grassland,2,9126
28.6678_77.3910.png,28.6678,77.391,50,Built-up,4,13657
28.6854_77.5410.png,28.6854,77.541,20,Shrubland,1,12521
28.8442_77.3646.png,28.8442,77.3646,50,Built-up,4,15555
28.7266_77.0645.png,28.7266,77.0645,40,Cropland,3,12182
28.8057_77.6234.png,28.8057,77.6234,40,Cropland,3,13081
28.8556_77.5234.png,28.8556,77.5234,10,Tree_cover,0,11433
28.7056_76.9558.png,28.7056,76.9558,40,Cropland,3,11997
28.4590_77.3558.png,28.459,77.3558,50,Built-up,4,7074
28.3943_77.1821.png,28.3943,77.1821,50,Built-up,4,14226
28.4556_77.5410.png,28.4556,77.541,40,Cropland,3,13670
28.5091_77.4443.png,28.5091,77.4443,50,Built-up,4,9672
28.2056_77.6443.png,28.2056,77.6443,40,Cropland,3,16042
28.6091_77.4443.png,28.6091,77.4443,20,Shrubland,1,13191
28.4178_77.3910.png,28.4178,77.391,40,Cropland,3,10208
28.7178_76.9910.png,28.7178,76.991,40,Cropland,3,6843
28.2442_77.1146.png,28.2442,77.1146,40,Cropland,3,15708
28.7855_76.8943.png,28.7855,76.8943,40,Cropland,3,10845
28.3266_76.9145.png,28.3266,76.9145,10,Tree_cover,0,5244
28.3679_77.6410.png,28.3679,77.641,40,Cropland,3,16249
28.2767_77.0557.png,28.2767,77.0557,40,Cropland,3,12889
28.4178_77.1645.png,28.4178,77.1645,50,Built-up,4,14886
28.7855_77.4822.png,28.7855,77.4822,50,Built-up,4,6228
28.6942_77.5234.png,28.6942,77.5234,20,Shrubland,1,13584
28.9442_77.5557.png,28.9442,77.5557,40,Cropland,3,14612
28.8767_77.0146.png,28.8767,77.0146,40,Cropland,3,9296
28.2090_77.5821.png,28.209,77.5821,40,Cropland,3,15071
28.5091_77.4822.png,28.5091,77.4822,50,Built-up,4,8659
28.3057_77.3822.png,28.3057,77.3822,50,Built-up,4,10828
28.4854_76.9734.png,28.4854,76.9734,40,Cropland,3,16013
28.4556_76.8910.png,28.4556,76.891,40,Cropland,3,14120
28.9057_77.5909.png,28.9057,77.5909,40,Cropland,3,13570
28.2442_77.0443.png,28.2442,77.0443,40,Cropland,3,12656
28.5267_77.6058.png,28.5267,77.6058,40,Cropland,3,8309
28.2679_77.2234.png,28.2679,77.2234,40,Cropland,3,13971
28.7354_76.9558.png,28.7354,76.9558,50,Built-up,4,6815
28.3556_77.4646.png,28.3556,77.4646,40,Cropland,3,11611
28.3943_76.9233.png,28.3943,76.9233,40,Cropland,3,12182
28.4178_77.5733.png,28.4178,77.5733,40,Cropland,3,15622
28.3442_76.8558.png,28.3442,76.8558,40,Cropland,3,11019
28.9178_77.0058.png,28.9178,77.0058,40,Cropland,3,11354
28.6557_77.3233.png,28.6557,77.3233,10,Tree_cover,0,9175
28.4057_77.2558.png,28.4057,77.2558,50,Built-up,4,9312
28.4057_76.8822.png,28.4057,76.8822,40,Cropland,3,13557
28.2591_77.3943.png,28.2591,77.3943,40,Cropland,3,7941
28.8679_76.8558.png,28.8679,76.8558,40,Cropland,3,12433
28.3855_77.5443.png,28.3855,77.5443,40,Cropland,3,5598
28.9556_77.3409.png,28.9556,77.3409,40,Cropland,3,11476
28.8767_77.6443.png,28.8767,77.6443,40,Cropland,3,11709
28.4266_76.8558.png,28.4266,76.8558,40,Cropland,3,14851
28.8057_77.2558.png,28.8057,77.2558,50,Built-up,4,10265
28.7266_77.4944.png,28.7266,77.4944,20,Shrubland,1,11942
28.2354_76.8734.png,28.2354,76.8734,40,Cropland,3,14365
28.3556_77.4944.png,28.3556,77.4944,40,Cropland,3,15092
28.4556_76.9321.png,28.4556,76.9321,40,Cropland,3,13001
28.4057_77.5557.png,28.4057,77.5557,40,Cropland,3,15610
28.2591_77.1943.png,28.2591,77.1943,40,Cropland,3,12585
28.2056_77.4443.png,28.2056,77.4443,40,Cropland,3,8190
28.8767_77.6234.png,28.8767,77.6234,40,Cropland,3,15574
28.5443_77.6234.png,28.5443,77.6234,40,Cropland,3,7688
28.8591_77.5557.png,28.8591,77.5557,20,Shrubland,1,10487
28.9057_77.0322.png,28.9057,77.0322,40,Cropland,3,9161
28.3556_77.2444.png,28.3556,77.2444,50,Built-up,4,9449
28.2442_77.3734.png,28.2442,77.3734,40,Cropland,3,12276
28.6443_77.2058.png,28.6443,77.2058,50,Built-up,4,12934
28.4178_77.0410.png,28.4178,77.041,40,Cropland,3,15545
28.6557_77.5058.png,28.6557,77.5058,40,Cropland,3,6298
28.9178_77.3057.png,28.9178,77.3057,40,Cropland,3,14866
28.5267_76.8558.png,28.5267,76.8558,40,Cropland,3,15644
28.2354_77.0146.png,28.2354,77.0146,40,Cropland,3,12724
28.6854_76.8910.png,28.6854,76.891,40,Cropland,3,15228
28.7056_77.5909.png,28.7056,77.5909,40,Cropland,3,14249
28.3057_77.5944.png,28.3057,77.5944,40,Cropland,3,15118
28.9678_77.1146.png,28.9678,77.1146,40,Cropland,3,14762
28.7591_77.4409.png,28.7591,77.4409,50,Built-up,4,9168
28.4057_77.4822.png,28.4057,77.4822,40,Cropland,3,13966
28.9590_77.3910.png,28.959,77.391,40,Cropland,3,5497
28.3178_77.3943.png,28.3178,77.3943,50,Built-up,4,12989
28.3679_77.5909.png,28.3679,77.5909,40,Cropland,3,14754
28.4057_77.0146.png,28.4057,77.0146,40,Cropland,3,9932
28.7591_77.3943.png,28.7591,77.3943,50,Built-up,4,12136
28.3943_77.5322.png,28.3943,77.5322,40,Cropland,3,12004
28.3354_77.5909.png,28.3354,77.5909,40,Cropland,3,14922
28.9057_77.2910.png,28.9057,77.291,40,Cropland,3,13701
28.8442_76.9443.png,28.8442,76.9443,40,Cropland,3,12148
28.4442_76.8910.png,28.4442,76.891,40,Cropland,3,14800
28.7557_77.4910.png,28.7557,77.491,40,Cropland,3,7715
28.5443_77.3558.png,28.5443,77.3558,50,Built-up,4,13694
28.5557_77.6234.png,28.5557,77.6234,40,Cropland,3,7987
28.5766_77.6410.png,28.5766,77.641,40,Cropland,3,8331
28.2442_77.1443.png,28.2442,77.1443,40,Cropland,3,14776
28.8178_76.9057.png,28.8178,76.9057,40,Cropland,3,13872
28.8057_77.2910.png,28.8057,77.291,50,Built-up,4,9296
28.8943_77.3910.png,28.8943,77.391,40,Cropland,3,9020
28.9266_77.2734.png,28.9266,77.2734,40,Cropland,3,15658
28.2679_77.5058.png,28.2679,77.5058,40,Cropland,3,9526
28.4442_77.4822.png,28.4442,77.4822,40,Cropland,3,13642
28.3442_77.5557.png,28.3442,77.5557,40,Cropland,3,15424
28.8591_77.1909.png,28.8591,77.1909,40,Cropland,3,11959
28.3266_77.3233.png,28.3266,77.3233,50,Built-up,4,9156
28.4556_76.9734.png,28.4556,76.9734,40,Cropland,3,15324
28.4266_77.3734.png,28.4266,77.3734,40,Cropland,3,11550
28.6355_77.3321.png,28.6355,77.3321,10,Tree_cover,0,8501
28.4678_76.9321.png,28.4678,76.9321,40,Cropland,3,14423
28.2943_76.8646.png,28.2943,76.8646,40,Cropland,3,11773
28.2266_76.9443.png,28.2266,76.9443,40,Cropland,3,11913
28.2354_77.3558.png,28.2354,77.3558,40,Cropland,3,15321
28.3943_77.5645.png,28.3943,77.5645,40,Cropland,3,8645
28.2178_77.5733.png,28.2178,77.5733,40,Cropland,3,16254
28.6267_77.4321.png,28.6267,77.4321,10,Tree_cover,0,13123
28.5766_77.4233.png,28.5766,77.4233,20,Shrubland,1,6621
28.2056_77.3646.png,28.2056,77.3646,50,Built-up,4,11762
28.3266_77.4145.png,28.3266,77.4145,40,Cropland,3,8130
28.9678_77.3910.png,28.9678,77.391,40,Cropland,3,11040
28.5766_77.5322.png,28.5766,77.5322,40,Cropland,3,8497
28.7178_77.5645.png,28.7178,77.5645,40,Cropland,3,8154
28.4057_76.8943.png,28.4057,76.8943,40,Cropland,3,13262
28.7767_77.3409.png,28.7767,77.3409,50,Built-up,4,10330
28.2266_77.0909.png,28.2266,77.0909,40,Cropland,3,14407
28.4266_77.3646.png,28.4266,77.3646,40,Cropland,3,9369
28.8442_77.5443.png,28.8442,77.5443,20,Shrubland,1,11280
28.8057_76.9558.png,28.8057,76.9558,40,Cropland,3,9693
28.8556_76.9409.png,28.8556,76.9409,40,Cropland,3,15836
28.3767_76.8558.png,28.3767,76.8558,40,Cropland,3,15680
28.6854_77.4822.png,28.6854,77.4822,20,Shrubland,1,11382
28.6443_77.4409.png,28.6443,77.4409,20,Shrubland,1,7751
28.6557_77.5733.png,28.6557,77.5733,40,Cropland,3,15630
28.6355_76.8646.png,28.6355,76.8646,40,Cropland,3,8315
28.3767_77.6443.png,28.3767,77.6443,40,Cropland,3,12231
28.3767_77.1234.png,28.3767,77.1234,50,Built-up,4,7337
28.2767_76.8734.png,28.2767,76.8734,40,Cropland,3,14231
28.3943_77.5234.png,28.3943,77.5234,40,Cropland,3,14650
28.2767_77.1443.png,28.2767,77.1443,40,Cropland,3,14626
28.2354_77.4057.png,28.2354,77.4057,40,Cropland,3,12437
28.4266_77.1557.png,28.4266,77.1557,50,Built-up,4,8911
28.2767_77.3943.png,28.2767,77.3943,50,Built-up,4,6658
28.5091_77.1058.png,28.5091,77.1058,40,Cropland,3,8251
28.5179_77.3734.png,28.5179,77.3734,50,Built-up,4,12935
28.9057_76.9822.png,28.9057,76.9822,40,Cropland,3,15906
28.2767_77.2146.png,28.2767,77.2146,40,Cropland,3,15319
28.9266_77.3321.png,28.9266,77.3321,40,Cropland,3,9714
28.6854_77.2322.png,28.6854,77.2322,10,Tree_cover,0,10128
28.8855_77.5645.png,28.8855,77.5645,40,Cropland,3,12525
28.3057_77.4910.png,28.3057,77.491,40,Cropland,3,5550
28.2178_77.4910.png,28.2178,77.491,40,Cropland,3,15684
28.3090_77.4558.png,28.309,77.4558,40,Cropland,3,9212
28.5557_77.4409.png,28.5557,77.4409,50,Built-up,4,12711
28.3354_77.1645.png,28.3354,77.1645,50,Built-up,4,8448
28.3943_76.9910.png,28.3943,76.991,40,Cropland,3,10163
28.8855_77.0410.png,28.8855,77.041,40,Cropland,3,12209
28.2354_77.0733.png,28.2354,77.0733,40,Cropland,3,15221
28.5854_77.6234.png,28.5854,77.6234,40,Cropland,3,14411
28.5854_77.1410.png,28.5854,77.141,50,Built-up,4,15859
28.7767_77.2322.png,28.7767,77.2322,50,Built-up,4,15303
28.3178_77.1909.png,28.3178,77.1909,40,Cropland,3,11609
28.4354_77.5909.png,28.4354,77.5909,40,Cropland,3,13613
28.8767_77.2146.png,28.8767,77.2146,40,Cropland,3,13389
28.8556_77.5058.png,28.8556,77.5058,20,Shrubland,1,7975
28.7354_76.9646.png,28.7354,76.9646,50,Built-up,4,7878
28.8556_77.4822.png,28.8556,77.4822,20,Shrubland,1,7245
28.5443_77.2410.png,28.5443,77.241,50,Built-up,4,13303
28.9766_77.1322.png,28.9766,77.1322,50,Built-up,4,10392
28.6443_77.5443.png,28.6443,77.5443,40,Cropland,3,9876
28.2178_77.0944.png,28.2178,77.0944,40,Cropland,3,14510
28.3354_77.1943.png,28.3354,77.1943,40,Cropland,3,8572
28.6942_76.9409.png,28.6942,76.9409,40,Cropland,3,12750
28.9090_76.9822.png,28.909,76.9822,40,Cropland,3,15743
28.4057_77.2146.png,28.4057,77.2146,50,Built-up,4,12327
28.9178_77.4409.png,28.9178,77.4409,50,Built-up,4,5698
28.8855_77.2058.png,28.8855,77.2058,40,Cropland,3,8980
28.6267_77.3943.png,28.6267,77.3943,20,Shrubland,1,12270
28.3556_77.1146.png,28.3556,77.1146,40,Cropland,3,12957
28.2557_77.1943.png,28.2557,77.1943,40,Cropland,3,14267
28.4854_76.9409.png,28.4854,76.9409,40,Cropland,3,12326
28.6179_77.4145.png,28.6179,77.4145,20,Shrubland,1,8253
28.8591_77.3444.png,28.8591,77.3444,40,Cropland,3,5691
28.5443_77.2646.png,28.5443,77.2646,50,Built-up,4,11980
28.4942_77.4910.png,28.4942,77.491,50,Built-up,4,6121
28.8266_77.3145.png,28.8266,77.3145,40,Cropland,3,6218
28.3943_77.2444.png,28.3943,77.2444,50,Built-up,4,9527
28.2056_77.1557.png,28.2056,77.1557,40,Cropland,3,12567
28.4442_77.5645.png,28.4442,77.5645,40,Cropland,3,12931
28.5557_77.0733.png,28.5557,77.0733,40,Cropland,3,8498
28.7056_77.5733.png,28.7056,77.5733,20,Shrubland,1,10614
28.3767_77.3646.png,28.3767,77.3646,40,Cropland,3,12752
28.7557_77.3646.png,28.7557,77.3646,50,Built-up,4,14748
28.8057_77.2322.png,28.8057,77.2322,50,Built-up,4,16036
28.7679_76.8943.png,28.7679,76.8943,40,Cropland,3,8143
28.4266_76.9443.png,28.4266,76.9443,40,Cropland,3,10573
28.9854_77.3910.png,28.9854,77.391,40,Cropland,3,10706
28.2679_76.9321.png,28.2679,76.9321,40,Cropland,3,14979
28.3679_77.2444.png,28.3679,77.2444,30,Grassland,2,6505
28.4354_76.9145.png,28.4354,76.9145,40,Cropland,3,15263
28.3266_77.1234.png,28.3266,77.1234,40,Cropland,3,15435
28.4556_77.5058.png,28.4556,77.5058,40,Cropland,3,10407
28.6766_77.5909.png,28.6766,77.5909,40,Cropland,3,13716
28.4942_77.5733.png,28.4942,77.5733,40,Cropland,3,12797
28.7178_77.3409.png,28.7178,77.3409,10,Tree_cover,0,6605
28.7855_77.2234.png,28.7855,77.2234,50,Built-up,4,13542
28.7056_77.2322.png,28.7056,77.2322,10,Tree_cover,0,9385
28.9057_77.0234.png,28.9057,77.0234,40,Cropland,3,9346
28.4766_77.0234.png,28.4766,77.0234,40,Cropland,3,13382
28.3855_77.1821.png,28.3855,77.1821,50,Built-up,4,15658
28.3442_77.3822.png,28.3442,77.3822,50,Built-up,4,12211
28.8855_77.4910.png,28.8855,77.491,40,Cropland,3,5211
28.3556_76.8943.png,28.3556,76.8943,40,Cropland,3,8348
28.7943_77.5645.png,28.7943,77.5645,40,Cropland,3,14079
28.4354_77.0821.png,28.4354,77.0821,40,Cropland,3,15142
28.5766_77.2734.png,28.5766,77.2734,10,Tree_cover,0,7867
28.3442_77.3734.png,28.3442,77.3734,50,Built-up,4,12680
28.7767_76.9443.png,28.7767,76.9443,40,Cropland,3,10770
28.8556_76.8822.png,28.8556,76.8822,40,Cropland,3,16218
28.6854_77.6146.png,28.6854,77.6146,40,Cropland,3,9439
28.5942_77.1733.png,28.5942,77.1733,50,Built-up,4,7631
28.9942_77.4443.png,28.9942,77.4443,40,Cropland,3,13761
28.8767_77.2410.png,28.8767,77.241,50,Built-up,4,15378
28.4442_77.0733.png,28.4442,77.0733,40,Cropland,3,11854
28.7442_77.2322.png,28.7442,77.2322,50,Built-up,4,10693
28.4678_77.0058.png,28.4678,77.0058,40,Cropland,3,15314
28.9178_77.3409.png,28.9178,77.3409,40,Cropland,3,7894
28.3090_77.5410.png,28.309,77.541,40,Cropland,3,5143
28.2056_77.3057.png,28.2056,77.3057,40,Cropland,3,14082
28.8855_76.9233.png,28.8855,76.9233,40,Cropland,3,14094
28.8855_77.0557.png,28.8855,77.0557,40,Cropland,3,13870
28.3354_77.0821.png,28.3354,77.0821,10,Tree_cover,0,5783
28.2943_77.1943.png,28.2943,77.1943,40,Cropland,3,12508
28.7266_77.0821.png,28.7266,77.0821,40,Cropland,3,7765
28.2679_77.1410.png,28.2679,77.141,40,Cropland,3,12771
28.3057_76.9443.png,28.3057,76.9443,40,Cropland,3,15329
28.2056_77.2822.png,28.2056,77.2822,40,Cropland,3,14754
28.7679_77.4822.png,28.7679,77.4822,50,Built-up,4,7873
28.9090_77.6322.png,28.909,77.6322,40,Cropland,3,15861
28.3943_77.3057.png,28.3943,77.3057,50,Built-up,4,11862
28.2679_77.3057.png,28.2679,77.3057,40,Cropland,3,15656
28.5057_77.6443.png,28.5057,77.6443,40,Cropland,3,16384
28.2679_77.6234.png,28.2679,77.6234,40,Cropland,3,13636
28.6766_77.5146.png,28.6766,77.5146,40,Cropland,3,9499
28.3266_77.5909.png,28.3266,77.5909,40,Cropland,3,15282
28.5766_77.3558.png,28.5766,77.3558,10,Tree_cover,0,9828
28.3090_77.1146.png,28.309,77.1146,40,Cropland,3,14314
28.3590_77.5234.png,28.359,77.5234,40,Cropland,3,16350
28.2178_77.6146.png,28.2178,77.6146,40,Cropland,3,16079
28.7767_77.2444.png,28.7767,77.2444,50,Built-up,4,15885
28.7943_77.3734.png,28.7943,77.3734,50,Built-up,4,14286
28.5766_77.3057.png,28.5766,77.3057,50,Built-up,4,10308
28.3590_77.3145.png,28.359,77.3145,40,Cropland,3,9374
28.3556_77.3910.png,28.3556,77.391,50,Built-up,4,9616
28.7354_76.8734.png,28.7354,76.8734,40,Cropland,3,16070
28.3442_76.9734.png,28.3442,76.9734,40,Cropland,3,13346
28.9354_77.2444.png,28.9354,77.2444,40,Cropland,3,14768
28.2178_76.9558.png,28.2178,76.9558,40,Cropland,3,11142
28.8266_77.2322.png,28.8266,77.2322,50,Built-up,4,12959
28.4854_76.9646.png,28.4854,76.9646,40,Cropland,3,15642
28.4590_77.2734.png,28.459,77.2734,50,Built-up,4,9165
28.4766_77.4145.png,28.4766,77.4145,40,Cropland,3,10984
28.5854_77.2058.png,28.5854,77.2058,10,Tree_cover,0,5501
28.4678_77.3321.png,28.4678,77.3321,50,Built-up,4,11758
28.4354_76.9646.png,28.4354,76.9646,40,Cropland,3,15849
28.5942_77.5557.png,28.5942,77.5557,40,Cropland,3,13379
28.8679_76.9822.png,28.8679,76.9822,40,Cropland,3,16205
28.8679_77.0443.png,28.8679,77.0443,40,Cropland,3,13754
28.2056_76.8558.png,28.2056,76.8558,50,Built-up,4,6614
28.3590_77.1909.png,28.359,77.1909,30,Grassland,2,7598
28.7090_77.0557.png,28.709,77.0557,50,Built-up,4,12852
28.2090_77.1943.png,28.209,77.1943,40,Cropland,3,15380
28.5057_77.5410.png,28.5057,77.541,40,Cropland,3,5920
28.2557_77.1058.png,28.2557,77.1058,40,Cropland,3,14836
28.2266_77.2910.png,28.2266,77.291,40,Cropland,3,14056
28.3178_77.0645.png,28.3178,77.0645,40,Cropland,3,9745
28.3767_77.2444.png,28.3767,77.2444,30,Grassland,2,9033
28.3556_77.0146.png,28.3556,77.0146,40,Cropland,3,13732
28.7266_77.5322.png,28.7266,77.5322,20,Shrubland,1,9191
28.3590_77.0821.png,28.359,77.0821,40,Cropland,3,8848
28.3266_76.9822.png,28.3266,76.9822,40,Cropland,3,8938
28.4556_77.3943.png,28.4556,77.3943,40,Cropland,3,14831
28.7591_76.8910.png,28.7591,76.891,50,Built-up,4,11105
28.7354_77.0410.png,28.7354,77.041,40,Cropland,3,11367
28.2855_77.2410.png,28.2855,77.241,40,Cropland,3,14045
28.9442_77.1322.png,28.9442,77.1322,40,Cropland,3,14153
28.2943_77.6234.png,28.2943,77.6234,40,Cropland,3,15857
28.4354_77.3233.png,28.4354,77.3233,50,Built-up,4,10018
28.9556_77.1234.png,28.9556,77.1234,40,Cropland,3,12141
28.7943_77.4910.png,28.7943,77.491,10,Tree_cover,0,5575
28.7442_76.9944.png,28.7442,76.9944,50,Built-up,4,8982
28.6854_76.8734.png,28.6854,76.8734,40,Cropland,3,14275
28.4354_77.3646.png,28.4354,77.3646,40,Cropland,3,8117
